"";"year";"disaster.group";"disaster.subgroup";"disaster.type";"disaster.subtype";"country";"deaths";"total_affected"
"9273";2002;"Natural";"Hydrological";"Flood";"General flood";"Uganda";17;760
"9274";2002;"Natural";"Hydrological";"Flood";"General flood";"Angola";8;0
"9275";2002;"Natural";"Hydrological";"Flood";"General flood";"Congo";0;53000
"9276";2002;"Natural";"Hydrological";"Flood";"General flood";"Zaire/Congo Dem Rep";40;2540
"9277";2002;"Natural";"Hydrological";"Flood";"General flood";"Algeria";42;2305
"9278";2002;"Natural";"Hydrological";"Flood";"General flood";"Egypt";4;800
"9279";2002;"Natural";"Hydrological";"Flood";"General flood";"Morocco";80;15017
"9280";2002;"Natural";"Hydrological";"Flood";"General flood";"South Africa";16;2500
"9281";2002;"Natural";"Hydrological";"Flood";"General flood";"Ghana";4;2200
"9282";2002;"Natural";"Hydrological";"Flood";"General flood";"Mali";2;22519
"9283";2002;"Natural";"Hydrological";"Flood";"General flood";"Senegal";28;179000
"9284";2002;"Natural";"Hydrological";"Flood";"General flood";"Cuba";0;35000
"9285";2002;"Natural";"Hydrological";"Flood";"General flood";"Jamaica";9;25000
"9286";2002;"Natural";"Hydrological";"Flood";"General flood";"Costa Rica";10;95040
"9287";2002;"Natural";"Hydrological";"Flood";"General flood";"El Salvador";1;100
"9288";2002;"Natural";"Hydrological";"Flood";"General flood";"Guatemala";0;98740
"9289";2002;"Natural";"Hydrological";"Flood";"General flood";"Honduras";10;969
"9290";2002;"Natural";"Hydrological";"Flood";"General flood";"Mexico";10;0
"9291";2002;"Natural";"Hydrological";"Flood";"General flood";"Nicaragua";0;13546
"9292";2002;"Natural";"Hydrological";"Flood";"General flood";"Panama";5;26500
"9293";2002;"Natural";"Hydrological";"Flood";"General flood";"Canada";0;0
"9294";2002;"Natural";"Hydrological";"Flood";"General flood";"United States";26;145750
"9295";2002;"Natural";"Hydrological";"Flood";"General flood";"Argentina";8;12000
"9296";2002;"Natural";"Hydrological";"Flood";"General flood";"Bolivia";76;5146
"9297";2002;"Natural";"Hydrological";"Flood";"General flood";"Brazil";17;3500
"9298";2002;"Natural";"Hydrological";"Flood";"General flood";"Chile";19;230642
"9299";2002;"Natural";"Hydrological";"Flood";"General flood";"Colombia";65;123513
"9300";2002;"Natural";"Hydrological";"Flood";"General flood";"Ecuador";31;54113
"9301";2002;"Natural";"Hydrological";"Flood";"General flood";"Paraguay";0;2765
"9302";2002;"Natural";"Hydrological";"Flood";"General flood";"Peru";23;10868
"9303";2002;"Natural";"Hydrological";"Flood";"General flood";"Venezuela";4;55376
"9304";2002;"Natural";"Hydrological";"Flood";"General flood";"Tajikistan";8;2130
"9305";2002;"Natural";"Hydrological";"Flood";"General flood";"China P Rep";205;26873423
"9306";2002;"Natural";"Hydrological";"Flood";"General flood";"Korea Dem P Rep";0;58443
"9307";2002;"Natural";"Hydrological";"Flood";"General flood";"Korea Rep";21;4007
"9308";2002;"Natural";"Hydrological";"Flood";"General flood";"Cambodia";29;1470000
"9309";2002;"Natural";"Hydrological";"Flood";"General flood";"Indonesia";230;591570
"9310";2002;"Natural";"Hydrological";"Flood";"General flood";"Lao P Dem Rep";2;150000
"9311";2002;"Natural";"Hydrological";"Flood";"General flood";"Myanmar";21;50000
"9312";2002;"Natural";"Hydrological";"Flood";"General flood";"Philippines";46;145008
"9313";2002;"Natural";"Hydrological";"Flood";"General flood";"Viet Nam";147;1431816
"9314";2002;"Natural";"Hydrological";"Flood";"General flood";"Afghanistan";46;5425
"9315";2002;"Natural";"Hydrological";"Flood";"General flood";"India";715;42008050
"9316";2002;"Natural";"Hydrological";"Flood";"General flood";"Iran Islam Rep";61;204500
"9317";2002;"Natural";"Hydrological";"Flood";"General flood";"Pakistan";22;3010
"9318";2002;"Natural";"Hydrological";"Flood";"General flood";"Sri Lanka";2;5e+05
"9319";2002;"Natural";"Hydrological";"Flood";"General flood";"Saudi Arabia";19;0
"9320";2002;"Natural";"Hydrological";"Flood";"General flood";"Turkey";34;3000
"9321";2002;"Natural";"Hydrological";"Flood";"General flood";"Yemen";51;0
"9322";2002;"Natural";"Hydrological";"Flood";"General flood";"Czech Rep";18;2e+05
"9323";2002;"Natural";"Hydrological";"Flood";"General flood";"Hungary";0;1430
"9324";2002;"Natural";"Hydrological";"Flood";"General flood";"Romania";5;4801
"9325";2002;"Natural";"Hydrological";"Flood";"General flood";"Russia";168;54000
"9326";2002;"Natural";"Hydrological";"Flood";"General flood";"Slovakia";0;0
"9327";2002;"Natural";"Hydrological";"Flood";"General flood";"Ireland";0;300
"9328";2002;"Natural";"Hydrological";"Flood";"General flood";"United Kingdom";0;550
"9329";2002;"Natural";"Hydrological";"Flood";"General flood";"Albania";1;66884
"9330";2002;"Natural";"Hydrological";"Flood";"General flood";"Canary Is";16;430
"9331";2002;"Natural";"Hydrological";"Flood";"General flood";"Greece";0;210
"9332";2002;"Natural";"Hydrological";"Flood";"General flood";"Italy";2;10000
"9333";2002;"Natural";"Hydrological";"Flood";"General flood";"Macedonia FRY";0;1650
"9334";2002;"Natural";"Hydrological";"Flood";"General flood";"Portugal";1;60
"9335";2002;"Natural";"Hydrological";"Flood";"General flood";"Austria";9;60000
"9336";2002;"Natural";"Hydrological";"Flood";"General flood";"Belgium";2;600
"9337";2002;"Natural";"Hydrological";"Flood";"General flood";"France";23;2500
"9338";2002;"Natural";"Hydrological";"Flood";"General flood";"New Zealand";0;300
"9339";2002;"Natural";"Hydrological";"Flood";"General flood";"Vanuatu";0;3001
"9340";2002;"Natural";"Hydrological";"Flood";"Storm surge/coastal Flood";"Honduras";0;1720
"9341";2002;"Natural";"Hydrological";"Flood";"Storm surge/coastal flood";"China P Rep";61;15
"9342";2002;"Natural";"Hydrological";"Flood";"Storm surge/coastal flood";"Philippines";44;10559
"9343";2002;"Natural";"Hydrological";"Mass movement wet";"Avalanche";"Afghanistan";5;400
"9344";2002;"Natural";"Hydrological";"Mass Movement Wet";"Avalanche";"Russia";122;0
"9345";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Kenya";16;0
"9346";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Guatemala";68;474
"9347";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Brazil";87;1500
"9348";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Colombia";70;2000
"9349";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Kyrgyzstan";0;1002
"9350";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"China P Rep";63;11
"9351";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Indonesia";32;5
"9352";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Malaysia";10;0
"9353";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Thailand";35;33000
"9354";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Nepal";472;265865
"9355";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Syrian Arab Rep";80;23
"9356";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Switzerland";4;281
"9357";2002;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Papua New Guinea";36;174
"9358";2002;"Natural";"Meteorological";"Storm";"--";"Mozambique";3;4017
"9359";2002;"Natural";"Meteorological";"Storm";"--";"Uganda";0;100
"9360";2002;"Natural";"Meteorological";"Storm";"--";"South Africa";0;150
"9361";2002;"Natural";"Meteorological";"Storm";"--";"Niger";4;1253
"9362";2002;"Natural";"Meteorological";"Storm";"--";"United States";48;801
"9363";2002;"Natural";"Meteorological";"Storm";"--";"Argentina";3;5000
"9364";2002;"Natural";"Meteorological";"Storm";"--";"Uruguay";2;1500
"9365";2002;"Natural";"Meteorological";"Storm";"--";"China P Rep";31;7002784
"9366";2002;"Natural";"Meteorological";"Storm";"--";"Japan";2;228
"9367";2002;"Natural";"Meteorological";"Storm";"--";"Korea Rep";20;0
"9368";2002;"Natural";"Meteorological";"Storm";"--";"Mongolia";3;665000
"9369";2002;"Natural";"Meteorological";"Storm";"--";"Taiwan (China)";1;0
"9370";2002;"Natural";"Meteorological";"Storm";"--";"Philippines";113;268153
"9371";2002;"Natural";"Meteorological";"Storm";"--";"Bangladesh";42;1000
"9372";2002;"Natural";"Meteorological";"Storm";"--";"Jordan";5;25
"9373";2002;"Natural";"Meteorological";"Storm";"--";"Lebanon";0;500
"9374";2002;"Natural";"Meteorological";"Storm";"--";"Turkey";10;0
"9375";2002;"Natural";"Meteorological";"Storm";"--";"Czech Rep";0;0
"9376";2002;"Natural";"Meteorological";"Storm";"--";"Poland";6;0
"9377";2002;"Natural";"Meteorological";"Storm";"--";"Russia";2;0
"9378";2002;"Natural";"Meteorological";"Storm";"--";"United Kingdom";7;0
"9379";2002;"Natural";"Meteorological";"Storm";"--";"Greece";2;12
"9380";2002;"Natural";"Meteorological";"Storm";"--";"Austria";1;300
"9381";2002;"Natural";"Meteorological";"Storm";"--";"France";1;250
"9382";2002;"Natural";"Meteorological";"Storm";"--";"Germany";11;19
"9383";2002;"Natural";"Meteorological";"Storm";"--";"Switzerland";1;2
"9384";2002;"Natural";"Meteorological";"Storm";"--";"Australia";0;129
"9385";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Czech Rep";2;0
"9386";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Poland";3;0
"9387";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"United Kingdom";7;0
"9388";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Austria";2;0
"9389";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Belgium";5;0
"9390";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"France";4;3
"9391";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Germany";11;0
"9392";2002;"Natural";"Meteorological";"Storm";"Extratropical cyclone (winter storm)";"Netherlands";4;0
"9393";2002;"Natural";"Meteorological";"Storm";"Local storm";"Sudan";33;0
"9394";2002;"Natural";"Meteorological";"Storm";"Local storm";"South Africa";23;101066
"9395";2002;"Natural";"Meteorological";"Storm";"Local storm";"United States";140;4983
"9396";2002;"Natural";"Meteorological";"Storm";"Local storm";"Bolivia";20;12085
"9397";2002;"Natural";"Meteorological";"Storm";"Local storm";"Paraguay";0;12500
"9398";2002;"Natural";"Meteorological";"Storm";"Local storm";"Peru";59;86682
"9399";2002;"Natural";"Meteorological";"Storm";"Local storm";"China P Rep";52;100220310
"9400";2002;"Natural";"Meteorological";"Storm";"Local storm";"Malaysia";2;155
"9401";2002;"Natural";"Meteorological";"Storm";"Local storm";"Thailand";1;30204
"9402";2002;"Natural";"Meteorological";"Storm";"Local storm";"Viet Nam";0;1800
"9403";2002;"Natural";"Meteorological";"Storm";"Local storm";"India";11;10200
"9404";2002;"Natural";"Meteorological";"Storm";"Local storm";"Pakistan";14;12
"9405";2002;"Natural";"Meteorological";"Storm";"Local storm";"Turkey";4;0
"9406";2002;"Natural";"Meteorological";"Storm";"Local storm";"Denmark";1;0
"9407";2002;"Natural";"Meteorological";"Storm";"Local storm";"Sweden";1;0
"9408";2002;"Natural";"Meteorological";"Storm";"Local storm";"Albania";6;125000
"9409";2002;"Natural";"Meteorological";"Storm";"Local storm";"Australia";0;0
"9410";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Madagascar";23;528100
"9411";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Mauritius";3;1050
"9412";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Reunion";0;3100
"9413";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Seychelles";0;6800
"9414";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Barbados";0;2000
"9415";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Cayman Islands";0;300
"9416";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Cuba";3;323970
"9417";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Haiti";4;250
"9418";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Jamaica";4;1500
"9419";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"St Vincent and The Grenadines";4;0
"9420";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"El Salvador";0;500
"9421";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Guatemala";2;1500
"9422";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Mexico";16;509530
"9423";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Nicaragua";2;300
"9424";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";1;13200
"9425";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"China P Rep";25;180000
"9426";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Japan";5;100597
"9427";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Korea Dem P Rep";3;7401
"9428";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Korea Rep";184;88625
"9429";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Taiwan (China)";7;0
"9430";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";102;714041
"9431";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bangladesh";80;100400
"9432";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"India";133;5050
"9433";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Oman";7;83
"9434";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Russia";6;0
"9435";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Solomon Is";0;1110
"9436";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Guam";1;15144
"9437";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Micronesia Fed States";47;1623
"9438";2002;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Northern Mariana Is";0;300
"9439";2002;"Technological";"Technological";"Industrial Accident";"Collapse";"Zimbabwe";20;1
"9440";2002;"Technological";"Technological";"Industrial Accident";"Collapse";"Zaire/Congo Dem Rep";30;0
"9441";2002;"Technological";"Technological";"Industrial Accident";"Collapse";"China P Rep";15;0
"9442";2002;"Technological";"Technological";"Industrial Accident";"Explosion";"China P Rep";645;117
"9443";2002;"Technological";"Technological";"Industrial Accident";"Explosion";"Indonesia";10;15
"9444";2002;"Technological";"Technological";"Industrial Accident";"Explosion";"India";12;6
"9445";2002;"Technological";"Technological";"Industrial Accident";"Explosion";"Poland";10;1
"9446";2002;"Technological";"Technological";"Industrial Accident";"Explosion";"Ukraine";18;0
"9447";2002;"Technological";"Technological";"Industrial Accident";"Fire";"Nigeria";45;11
"9448";2002;"Technological";"Technological";"Industrial Accident";"Fire";"China P Rep";124;2
"9449";2002;"Technological";"Technological";"Industrial Accident";"Fire";"India";41;10
"9450";2002;"Technological";"Technological";"Industrial Accident";"Fire";"Ukraine";35;49
"9451";2002;"Technological";"Technological";"Industrial Accident";"Gas Leak";"China P Rep";13;11
"9452";2002;"Technological";"Technological";"Industrial Accident";"Other";"Djibouti";1;350
"9453";2002;"Technological";"Technological";"Industrial Accident";"Other";"Tanzania Uni Rep";42;0
"9454";2002;"Technological";"Technological";"Industrial Accident";"Other";"Mexico";13;0
"9455";2002;"Technological";"Technological";"Industrial Accident";"Other";"China P Rep";38;0
"9456";2002;"Technological";"Technological";"Industrial Accident";"Other";"Spain";0;734
"9457";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Egypt";20;773
"9458";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Nigeria";10;11
"9459";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Peru";11;30
"9460";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"China P Rep";31;47
"9461";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"India";23;0
"9462";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"Syrian Arab Rep";21;10020
"9463";2002;"Technological";"Technological";"Miscellaneous accident";"Collapse";"United Arab Emirates";29;23
"9464";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Zaire/Congo Dem Rep";75;0
"9465";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Algeria";12;13
"9466";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Nigeria";1051;20000
"9467";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Mexico";78;41
"9468";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Brazil";1;158
"9469";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Ecuador";8;2800
"9470";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"China P Rep";28;12
"9471";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Indonesia";12;16
"9472";2002;"Technological";"Technological";"Miscellaneous accident";"Explosion";"Afghanistan";24;96
